"","Location","Station.Name","State","TimeZone","DayTimeSaving","Latitude","Longitude","Elevation","City"
"1255","KMRH","Beaufort, Michael J Smith Field Airport","NC","E","y",34.717,-76.65,9.843,NA
"1256","KMRN","Foothills Regional Airport","NC","E","y",35.82,-81.61,1269.69,NA
"1257","KMWK","Mount Airy / Surry County Airport","NC","E","y",36.46,-80.55,1246.72,NA
"1258","KNCA","Jacksonville, New River, Marine Corps Air Station","NC","E","y",34.71,-77.43,16.076,NA
"1259","KNKT","Cherry Point, Marine Corps Air Station","NC","E","y",34.86,-76.88,36.089,NA
"1260","KOAJ","Jacksonville Automatic Weather Observing/Reporting","NC","E","y",34.83,-77.62,95.144,"Jacksonville"
"1261","KOCW","Washington, Warren Field Airport","NC","E","y",35.57,-77.05,39.37,NA
"1262","KONX","Currituck County Airport","NC","E","y",36.3989,-76.0161,NA,NA
"1263","KPGV","Pitt-Greenville Airport","NC","E","y",35.63,-77.4,26.247,"Greenville"
"1264","KPOB","Pope Air Force Base","NC","E","y",35.18,-79.02,217.848,NA
"1265","KRDU","Raleigh-Durham International Airport","NC","E","y",35.88,-78.78,416.01,"Raleigh"
"1266","KRHP","Andrews-Murphy Airport","NC","E","y",35.19,-83.86,1699.47,NA
"1267","KRUQ","Salisbury, Rowan County Airport","NC","E","y",35.65,-80.517,774.278,NA
"1268","KRWI","Rocky Mount-Wilson Regional Airport","NC","E","y",35.86,-77.88,164.042,NA
"1269","KRZZ","Roanoke Rapids, Halifax County Airport","NC","E","y",36.44,-77.71,252.625,NA
"1270","KSIF","Shiloh Airport","NC","E","y",0,0,NA,NA
"1271","KSOP","Southern Pines Automatic Weather Observing/Report","NC","E","y",35.24,-79.41,462.598,NA
"1272","KSUT","Brunswick County Airport","NC","E","y",33.93,-78.07,26.247,NA
"1273","KSVH","Statesville Municipal Airport","NC","E","y",35.76,-80.96,964.567,NA
"1274","KTDF","Roxboro, Person County Airport","NC","E","y",36.285,-78.984,610.236,NA
"1275","KTNB","Boone, Watauga County Hospital Heliport","NC","E","y",36.199,-81.651,3146.32,NA
"1276","KTTA","Sanford-Lee County Regional Airport","NC","E","y",35.58,-79.1,246.063,NA
"1277","KUKF","North Wilkesboro, Wilkes County Airport","NC","E","y",36.22,-81.1,1299.21,NA
"1278","KVUJ","Albemarle, Stanly County Airport","NC","E","y",35.417,-80.151,610.236,NA
"1279","K2C8","Cavalier Municipal Airport","ND","C","y",48.7837,-97.632,892,NA
"1280","KBIS","Bismarck Municipal Airport","ND","C","y",46.78,-100.75,1683.07,"Bismarck"
"1281","KBPP","Bowman Municipal Airport","ND","C","y",46.1869,-103.428,NA,NA
"1282","KBWP","Harry Stern Airport","ND","C","y",46.233,-96.6,967.848,NA
"1283","KD55","Robertson Field Airport","ND","C","y",48.7531,-98.3937,1608,NA
"1284","KDIK","Dickinson Theodore Roosevelt Regional Airport","ND","M","y",46.79,-102.8,2584.97,"Dickinson"
"1285","KDVL","Devils Lake Automatic Weather Observing/Reporting","ND","C","y",48.12,-98.9,1453.41,NA
"1286","KFAR","Fargo, Hector International Airport","ND","C","y",46.91,-96.8,899.934,"Fargo"
"1287","KGFK","Grand Forks International Airport","ND","C","y",47.96,-97.18,838.911,"Grand Forks"
"1288","KHEI","Hettinger Municipal Airport","ND","M","y",46,-102.65,2703.41,NA
"1289","KISN","Williston, Sloulin Field International Airport","ND","C","y",48.16,-103.6,1902.89,NA
"1290","KJMS","Jamestown Municipal Airport","ND","C","y",46.93,-98.68,1492.13,"Jamestown"
"1291","KMIB","Minot Air Force Base","ND","C","y",48.417,-101.35,1630.91,NA
"1292","KMOT","Minot International Airport","ND","C","y",48.28,-101.28,1714.9,"Minot"
"1293","KN60","Garrison","ND","C","y",47.61,-101.4,1925.85,NA
"1294","KRDR","Grand Forks Air Force Base","ND","C","y",47.933,-97.383,905.84,NA
"1295","KAFK","Nebraska City Municipal Airport","NE","C","y",40.6,-95.87,1161.42,NA
"1296","KAHQ","Wahoo Municipal Airport","NE","C","y",41.2406,-96.5946,1224,NA
"1297","KAIA","Alliance Municipal Airport","NE","M","y",42.05,-102.8,3930.45,NA
"1298","KANW","Ainsworth Municipal","NE","C","y",42.59,-99.99,2588.58,NA
"1299","KAUH","Aurora Municipal Airport","NE","C","y",40.88,-98,1797.9,NA
"1300","KBBW","Broken Bow Municipal Airport","NE","C","y",41.44,-99.66,2545.93,NA
"1301","KBFF","Scottsbluff, Heilig Field","NE","M","y",41.88,-103.6,3953.08,"Scottsbluff"
"1302","KBIE","Beatrice Municipal","NE","C","y",40.3,-96.75,1322.18,NA
"1303","KBTA","Blair Municipal Airport","NE","C","y",41.4148,-96.109,1325,NA
"1304","KBVN","Albion Municipal Airport","NE","C","y",41.733,-98.05,1807.74,NA
"1305","KCDR","Chadron Municipal Airport","NE","M","y",42.84,-103.08,3317.91,NA
"1306","KCZD","Cozad Municipal Airport","NE","C","y",40.867,-100,2500,NA
"1307","KEAR","Kearney Municipal Automatic Weather Observing","NE","C","y",40.73,-99,2129.26,NA
"1308","KFAK","Nebraska City","NE","C","y",40.6069,-95.8644,1162,NA
"1309","KFET","Fremont Municipal Airport","NE","C","y",41.45,-96.53,1243.44,NA
"1310","KFNB","Falls City, Brenner Field Airport","NE","C","y",40.08,-95.58,984.252,NA
"1311","KGRI","Grand Island, Central Nebraska Regional Airport","NE","C","y",40.98,-98.32,1859.91,"Grand Island"
"1312","KHDE","Brewster Field Airport","NE","C","y",40.45,-99.33,2309.71,NA
"1313","KHJH","Hebron Municipal Airport","NE","C","y",40.152,-97.587,1466.54,NA
"1314","KHSI","Hastings Municipal Airport","NE","C","y",40.61,-98.43,1955.38,NA
"1315","KIBM","Kimball Municipal Airport","NE","M","y",41.188,-103.677,4924.54,NA
"1316","KIML","Imperial Municipal Airport","NE","M","y",40.54,-101.63,3273.95,NA
"1317","KJYR","York Municipal Airport","NE","C","y",40.9,-97.62,1669.95,NA
"1318","KK46","Blair Municipal Airport","NE","C","y",41.4181,-96.1136,1325,NA
"1319","KLBF","North Platte Regional Airport","NE","C","y",41.14,-100.68,2778.87,"North Platte"
"1320","KLCG","Wayne Municipal Airport","NE","C","y",42.242,-96.981,1430.45,NA
"1321","KLNK","Lincoln Municipal Airport","NE","C","y",40.86,-96.75,1184.06,"Lincoln"
"1322","KLXN","Lexington, Jim Kelly Field Airport","NE","C","y",40.78,-99.77,2414.7,NA
"1323","KMCK","McCook Municipal Airport","NE","C","y",40.23,-100.58,2578.74,NA
"1324","KMHN","Mullen / Hooker County","NE","C","y",42.05,-101.067,3261.16,NA
"1325","KMLE","Millard Airport","NE","C","y",41.196,-96.112,1049.87,NA
"1326","KODX","Ord, Evelyn Sharp Field Airport","NE","C","y",41.62,-98.95,2070.21,NA
"1327","KOFF","Omaha / Offutt Air Force Base","NE","C","y",41.117,-95.917,1046.92,NA
"1328","KOFK","Norfolk, Stefan Memorial Airport","NE","C","y",41.98,-97.43,1549.87,NA
"1329","KOGA","Ogallala, Searle Field Airport","NE","M","y",41.05,-101.8,3274.28,NA
"1330","KOLU","Columbus Municipal Automatic Weather Observing","NE","C","y",41.46,-97.35,1479.66,NA
"1331","KOMA","Omaha, Eppley Airfield","NE","C","y",41.3,-95.9,981.955,"Omaha"
"1332","KONL","O Neill (Baker Field)","NE","C","y",42.48,-98.68,2030.84,NA
"1333","KPMV","Plattsmouth Municipal Airport","NE","C","y",40.9484,-95.9174,0,NA
"1334","KSNY","Sidney Municipal Airport","NE","M","y",41.11,-102.98,4291.01,NA
"1335","KTIF","Thomas County Airport","NE","C","y",41.962,-100.569,2926.51,NA
"1336","KTQE","Tekamah Municipal Airport","NE","C","y",41.71,-96.1,1023.62,NA
"1337","KVTN","Valentine, Miller Field","NE","C","y",42.86,-100.55,2589.9,NA
"1338","K1P1","Plymouth Municipal Airport","NH","E","y",43.78,-71.53,505,NA
"1339","KAFN","Jaffrey Municipal-Silver Ranch Airport","NH","E","y",42.8,-72,1040.03,NA
"1340","KASH","Nashua / Boire Field","NH","E","y",42.79,-71.52,200.131,NA
"1341","KBML","Berlin Municipal Airport","NH","E","y",44.59,-71.18,1158.14,NA
"1342","KCON","Concord Municipal Airport","NH","E","y",43.21,-71.5,346.129,NA
"1343","KDAW","Rochester, Skyhaven Airport","NH","E","y",43.278,-70.92,321.522,NA
"1344","KEEN","Keene / Dillant Automatic Weather Observing/Report","NH","E","y",42.91,-72.27,501.969,NA
"1345","KHIE","Whitefield, Mount Washington Regional Airport","NH","E","y",44.36,-71.53,1072.83,NA
"1346","KLCI","Laconia Municipal Automatic Weather Observing","NH","E","y",43.58,-71.43,544.619,NA
"1347","KLEB","Lebanon Municipal Airport","NH","E","y",43.63,-72.3,597,"Lebanon"
"1348","KMHT","Manchester Airport","NH","E","y",42.94,-71.43,225.066,"Manchester"
"1349","KMWN","Mount Washington","NH","E","y",44.28,-71.3,6266.4,NA
"1350","KPSM","Pease Air Force Base / Portsmouth","NH","E","y",43.09,-70.82,101.706,"Portsmouth"
"1351","K12N","Aeroflex-Andover Airport","NJ","E","y",41.01,-74.74,583.99,NA
"1352","KACY","Atlantic City International Airport","NJ","E","y",39.46,-74.57,60.039,"Atlantic City"
"1353","KBLM","Belmar-Farmingdale","NJ","E","y",40.18,-74.13,84.974,NA
"1354","KCDW","Caldwell, Essex County Airport","NJ","E","y",40.88,-74.28,173.885,NA
"1355","KEWR","Newark International Airport","NJ","E","y",40.71,-74.17,9.843,"New York / Newark"
"1356","KFWN","Sussex Airport","NJ","E","y",41.21,-74.63,419.948,NA
"1357","KMIV","Millville Municipal Airport","NJ","E","y",39.38,-75.07,69.882,NA
"1358","KMJX","Robert J. Miller Air Park","NJ","E","y",39.9275,-74.2924,82,NA
"1359","KMMU","Morristown Municipal","NJ","E","y",40.8,-74.42,190.289,NA
"1360","KNEL","Lakehurst Naval Air Station","NJ","E","y",40.04,-74.32,111.877,NA
"1361","KSMQ","Somerville, Somerset Airport","NJ","E","y",40.624,-74.669,104.987,NA
"1362","KTEB","Teterboro Airport","NJ","E","y",40.86,-74.05,9.843,NA
"1363","KTTN","Trenton, Mercer County Airport","NJ","E","y",40.29,-74.82,212.927,"Trenton"
"1364","KVAY","Mount Holly, South Jersey Regional Airport","NJ","E","y",39.95,-74.84,52.493,NA
"1365","KWRI","Mcguire Air Force Base","NJ","E","y",40.02,-74.6,147.966,NA
"1366","KWWD","Wildwood Automatic Weather Observing / Reporting","NJ","E","y",39.01,-74.9,22.966,NA
"1367","NWWW","La Tontouta Nlle-Caledonia","NL","G","n",-22.017,166.217,45.932,NA
"1368","K0E0","Moriarty Airport","NM","M","y",34.9823,-106.005,6199,NA
"1369","K4CR","Corona/Lincoln","NM","M","y",34.11,-105.68,6499.34,NA
"1370","K4MY","Moriarty","NM","M","y",34.98,-106.05,6200.79,NA
"1371","K4SL","Torreon","NM","M","y",36.03,-106.95,6909.45,NA
"1372","KABQ","Albuquerque Intl Airport","NM","M","y",35.05,-106.62,5310.04,"Albuquerque"
"1373","KAEG","Double Eagle II Apt","NM","M","y",35.15,-106.8,5836.61,NA
"1374","KALM","Alamogordo-White","NM","M","y",32.84,-105.99,4307.74,NA
"1375","KATS","Artesia Municipal Airport","NM","M","y",32.85,-104.47,3540.03,NA
"1376","KAXX","Angel Fire Airport","NM","M","y",36.42,-105.29,8380,NA
"1377","KCAO","Clayton Muni(amos)","NM","M","y",36.46,-103.15,4959.97,NA
"1378","KCNM","Carlsbad/Cavern Cty","NM","M","y",32.34,-104.27,3231.96,NA
"1379","KCQC","Clines Corners","NM","M","y",35,-105.66,7906.82,NA
"1380","KCVN","Clovis Muni (awos)","NM","M","y",34.43,-103.08,4212.6,NA
"1381","KCVS","Cannon AFB/Clovis","NM","M","y",34.39,-103.32,4294.95,NA
"1382","KDMN","Deming Municipal","NM","M","y",32.26,-107.7,4422.57,NA
"1383","KE33","Chama","NM","M","y",36.91,-106.57,7851.05,NA
"1384","KE80","Alexander Municipal (Belen)","NM","M","y",34.645,-106.834,5194,NA
"1385","KFMN","Farmington Regional","NM","M","y",36.76,-108.23,5495.08,NA
"1386","KGNT","Grants-Milan Municipal Airport","NM","M","y",35.18,-107.9,6520.01,NA
"1387","KGUP","Gallup Muni/Clarke","NM","M","y",35.53,-108.78,6465.88,NA
"1388","KHMN","Holloman AFB","NM","M","y",32.86,-106.1,4094.49,NA
"1389","KHOB","Hobbs/Lea Co.","NM","M","y",32.69,-103.2,3654.86,"Hobbs"
"1390","KLAM","Los Alamos Airport","NM","M","y",35.883,-106.283,7171.92,NA
"1391","KLRU","Las Cruces Intl Airport","NM","M","y",32.3,-106.77,4570.21,NA
"1392","KLVS","Las Vegas Municipal","NM","M","y",35.66,-105.15,6866.14,NA
"1393","KONM","Socorro Municipal Airport","NM","M","Y",34.0225,-106.903,4875,NA
"1394","KROW","Roswell/Industrial","NM","M","y",33.31,-104.51,3648.95,"Roswell"
"1395","KRTN","Raton Municipal Crews Field","NM","M","y",36.74,-104.5,6349.08,NA
"1396","KSAF","Santa Fe County Municipal Airport","NM","M","y",35.62,-106.08,6344.16,"Santa Fe"
"1397","KSKX","Taos Muni Apt(awos)","NM","M","y",36.46,-105.67,7089.9,NA
"1398","KSRR","Ruidoso Regional","NM","M","y",33.36,-105.67,6817.58,NA
"1399","KSVC","Silver City/Grant","NM","M","y",32.64,-108.16,5376.97,NA
"1400","KTCC","Tucumcari Municipal","NM","M","y",35.19,-103.6,4050.85,NA
"1401","KTCS","Truth Or Consequenc","NM","M","y",33.23,-107.27,4850.07,NA
"1402","K9BB","Wells","NV","P","y",41.16,-114.97,5679.13,NA
"1403","KAWH","Wildhorse Res/Elko","NV","P","y",41.67,-115.79,6240.16,NA
"1404","KB23","Battle Mountain","NV","P","y",40.61,-116.87,4540.03,NA
"1405","KBJN","Tonopah Range #74 Nellis AFB","NV","P","y",37.617,-116.25,5761.15,NA
"1406","KDRA","Mercury/Desert Rock","NV","P","y",36.62,-116.02,3300.85,NA
"1407","KEKO","Elko","NV","P","y",40.825,-115.792,5080.05,"Elko"
"1408","KELY","Ely/Yelland Field","NV","P","y",39.295,-114.845,6262.14,NA
"1409","KHND","Las Vegas-Henderson Airport","NV","P","y",35.976,-115.133,2457.35,NA
"1410","KHTH","Hawthorne Municipal Airport","NV","P","y",38.55,-118.633,4215.88,NA
"1411","KINS","Creech AFB, Indian Springs","NV","P","y",36.583,-115.667,3133.2,NA
"1412","KLAS","Las Vegas/Mccarran","NV","P","y",36.0789,-115.155,2162.07,"Las Vegas"
"1413","KLOL","Lovelock/Derby Fld","NV","P","y",40.0664,-118.565,3899.93,NA
"1414","KLSV","Nellis AFB","NV","P","y",36.23,-115.03,1879.92,NA
"1415","KNFL","Fallon Nas","NV","P","y",39.4322,-118.686,3934.05,NA
"1416","KOWY","Owyhee","NV","P","y",41.95,-116.1,5396.98,NA
"1417","KP38","Caliente (amos)","NV","P","y",37.617,-114.517,4379.92,NA
"1418","KP68","Eureka (ramos)","NV","P","y",39.6014,-116.006,6538.71,NA
"1419","KRNO","Reno Tahoe International Airport","NV","P","y",39.4839,-119.771,4493.11,"Reno"
"1420","KTPH","Tonopah Airport","NV","P","y",38.0603,-117.087,5430.12,NA
"1421","KU31","Austin","NV","P","y",39.5,-117.083,6607.61,NA
"1422","KVGT","North Las Vegas","NV","P","y",36.21,-115.2,2201.44,NA
"1423","KWMC","Winnemucca Muni","NV","P","y",40.9019,-117.807,4296.92,NA
"1424","KALB","Albany International Airport","NY","E","y",42.76,-73.8,291.995,"Albany"
"1425","KART","Watertown International Airport","NY","E","y",44.01,-76.02,317.913,"Watertown"
"1426","KBGM","Binghamton Regional Airport","NY","E","y",42.23,-75.98,1600.07,"Binghamton"
"1427","KBUF","Greater Buffalo International Airport","NY","E","y",42.94,-78.73,711.942,"Buffalo"
"1428","KDKK","Chautauqua County / Dunkirk Airport","NY","E","y",42.5,-79.28,666.01,NA
"1429","KDSV","Dansville Municipal Airport","NY","E","y",42.567,-77.717,659.449,NA
"1430","KELM","Elmira / Corning Regional Airport","NY","E","y",42.18,-76.9,955.052,"Elmira"
"1431","KELZ","Wellsville Municipal Airport","NY","E","y",42.1,-77.983,2119.42,NA
"1432","KFOK","Westhampton Beach, The Gabreski Airport","NY","E","y",40.84,-72.63,66.929,NA
"1433","KFRG","Farmingdale, Republic Airport","NY","E","y",40.73,-73.41,85.302,NA
"1434","KFZY","Fulton, Oswego County Airport","NY","E","y",43.36,-76.39,475.722,NA
"1435","KGFL","Glens Falls, Warren County Airport","NY","E","y",43.36,-73.62,320.866,NA
"1436","KGTB","Fort Drum / Wheeler-Sack U. S. Army Airfield","NY","E","y",44.05,-75.74,679.134,NA
"1437","KHPN","White Plains, Westchester County Airport","NY","E","y",41.08,-73.72,399.934,"White Plains"
"1438","KHTO","East Hampton Airport","NY","E","y",40.98,-72.25,55.774,NA
"1439","KHWV","Shirley, Brookhaven Airport","NY","E","y",40.817,-72.867,82.021,NA
"1440","KIAG","Niagara Falls International Airport","NY","E","y",43.11,-78.95,590.879,"Niagara Falls"
"1441","KISP","Islip, Long Island Mac Arthur Airport","NY","E","y",40.8,-73.1,83.99,"Islip"
"1442","KITH","Ithaca / Tompkins County","NY","E","y",42.48,-76.47,1099.08,"Ithaca"
"1443","KJFK","New York/John F. Kennedy Intl Airport","NY","E","y",40.66,-73.78,25.919,"New York"
"1444","KJHW","Jamestown Automatic Weather Observing / Reporting","NY","E","y",42.16,-79.25,1722.44,NA
"1445","KLGA","New York, La Guardia Airport","NY","E","y",40.78,-73.88,11.155,"New York"
"1446","KMGJ","Montgomery, Orange County Airport","NY","E","y",41.51,-74.26,364.173,NA
"1447","KMSS","Massena International-Richards Field","NY","E","y",44.94,-74.85,213.911,NA
"1448","KMSV","Monticello Automatic Weather Observing / Reporting","NY","E","y",41.71,-74.8,1404.2,NA
"1449","KMTP","Montauk Airport","NY","E","y",41.08,-71.92,6.562,NA
"1450","KNYC","New York City, Central Park","NY","E","y",40.783,-73.967,144.029,NA
"1451","KPBG","Plattsburgh International Airport","NY","E","y",44.6509,-73.4681,271,"Plattsburgh"
"1452","KPEO","Penn Yan Airport","NY","E","y",42.65,-77.05,902.231,NA
"1453","KPOU","Poughkeepsie, Dutchess County Airport","NY","E","y",41.64,-73.88,154.856,NA
"1454","KRME","Rome Griffiss Airfield","NY","E","y",43.234,-75.407,504,NA
"1455","KROC","Greater Rochester International Airport","NY","E","y",43.12,-77.67,600.066,"Rochester"
"1456","KSCH","Schenectady Airport","NY","E","y",42.86,-73.93,331.037,NA
"1457","KSLK","Saranac Lake, Adirondack Regional Airport","NY","E","y",44.39,-74.2,1706.04,NA
"1458","KSWF","Newburgh / Stewart","NY","E","y",41.51,-74.1,581.037,"Newburgh"
"1459","KSYR","Syracuse Hancock International Airport","NY","E","y",43.12,-76.12,403.871,"Syracuse"
"1460","KUCA","Utica, Oneida County Airport","NY","E","y",43.16,-75.38,711.942,NA
"1461","KAKR","Akron Fulton International Airport","OH","E","y",41.033,-81.467,1043.96,NA
"1462","KAOH","Lima Allen County Airport","OH","E","y",40.71,-84.03,971.129,NA
"1463","KBJJ","Wooster, Wayne County Airport","OH","E","y",40.87,-81.89,1135.17,NA
"1464","KBKL","Cleveland/Burke Lakefront","OH","E","y",41.52,-81.68,597.113,NA
"1465","KCAK","Akron-Canton Regional Airport","OH","E","y",40.93,-81.43,1208.01,"Akron"
"1466","KCGF","Cleveland / Cuyahoga","OH","E","y",41.58,-81.48,902.231,NA
"1467","KCLE","Cleveland-Hopkins International Airport","OH","E","y",41.42,-81.85,813.976,"Cleveland"
"1468","KCMH","Port Columbus International Airport","OH","E","y",40.01,-82.88,833.005,"Columbus"
"1469","KDAY","Cox Dayton International Airport","OH","E","y",39.91,-84.2,1026.9,"Dayton"
"1470","KDFI","Defiance Memorial Airport","OH","E","y",41.34,-84.43,718.504,NA
"1471","KFDY","Findlay Airport","OH","E","y",41.03,-83.67,799.869,NA
"1472","KFFO","Dayton / Wright-Patterson Air Force Base","OH","E","y",39.84,-84.05,819.882,NA
"1473","KHAO","Hamilton, Butler County Regional Airport","OH","E","y",39.36,-84.52,633.202,NA
"1474","KHZY","Ashtabula County Airport","OH","E","y",41.779,-80.697,921.916,NA
"1475","KILN","Wilmington, Airborne Airpark Airport","OH","E","y",39.43,-83.8,1077.1,NA
"1476","KLCK","Rickenbacker Air National Guard Base","OH","E","y",39.83,-82.93,754.921,"Columbus"
"1477","KLHQ","Lancaster, Fairfield County Airport","OH","E","y",39.75,-82.67,866.142,NA
"1478","KLPR","Lorain County Regional Airport","OH","E","y",41.346,-82.179,793.963,NA
"1479","KLUK","Cincinnati Municipal Airport Lunken Field","OH","E","y",39.1,-84.42,490.157,NA
"1480","KMFD","Mansfield Lahm Municipal Airport","OH","E","y",40.83,-82.52,1301.84,NA
"1481","KMGY","Dayton General Airport South Airport","OH","E","y",39.59,-84.22,961.286,NA
"1482","KMNN","Marion Municipal Airport","OH","E","y",40.62,-83.06,994.094,NA
"1483","KMWO","Hook Field Municipal Airport","OH","E","y",0,0,NA,NA
"1484","KOSU","Columbus, Ohio State University Airport","OH","E","y",40.09,-83.07,928.478,NA
"1485","KPHD","New Philadelphia, Harry Clever Field","OH","E","y",40.47,-81.42,892.388,NA
"1486","KSGH","Springfield-Beckley Municipal Airport","OH","E","y",39.833,-83.833,1060.04,NA
"1487","KTDZ","Toledo, Metcalf Field","OH","E","y",41.56,-83.48,620.079,NA
"1488","KTOL","Toledo Express Airport","OH","E","y",41.61,-83.8,668.963,"Toledo"
"1489","KTZR","Columbus, Bolton Field Airport","OH","E","y",39.9,-83.13,918.635,NA
"1490","KVTA","Newark Heath Airport","OH","E","y",40.023,-82.462,882.546,NA
"1491","KYNG","Youngstown-Warren Regional Airport","OH","E","y",41.27,-80.67,1180.12,NA
"1492","KZZV","Zanesville Municipal Airport","OH","E","y",39.96,-81.9,879.921,NA
"1493","K1F0","Ardmore Downtown Executive Airport","OK","C","y",34.15,-97.12,843.176,NA
"1494","K4O4","Mc Curtain County Regional Airport","OK","C","y",33.9,-94.867,472.441,NA
"1495","KADH","Ada Municipal Airport","OK","C","y",34.804,-96.671,1017.06,NA
"1496","KADM","Ardmore Municipal","OK","C","y",34.3,-97.02,761.155,NA
"1497","KAQR","Atoka Municipal Airport","OK","C","y",34.4,-96.15,589.895,NA
"1498","KAVK","Alva Regional Airport","OK","C","y",36.77,-98.67,1473.1,NA
"1499","KAXS","Altus/Quartz Mountain Regional Airport","OK","C","y",34.7,-99.333,1433.73,NA
"1500","KBKN","Blackwell-Tonkawa Municipal Airport","OK","C","Y",36.7451,-97.3496,1030,NA
"1501","KBVO","Bartlesville Municipal Airport","OK","C","y",36.76,-96.01,715.223,NA
"1502","KCHK","Chickasha Municipal Airport","OK","C","y",35.1,-97.97,1151.57,NA
"1503","KCLK","Clinton Regional Airport","OK","C","y",35.533,-98.933,1614.17,NA
"1504","KCQB","Chandler Municipal Airport","OK","C","y",35.72,-96.82,984.252,NA
"1505","KCSM","Clinton-Sherman Airport","OK","C","y",35.36,-99.2,1922.57,NA
"1506","KCUH","Cushing Municipal Airport","OK","C","y",35.95,-96.767,915.354,NA
"1507","KDKR","Houston County Airport","OK","C","y",31.3069,-95.4036,NA,NA
"1508","KDUA","Durant/Eaker Field Airport","OK","C","y",33.94,-96.39,698.819,NA
"1509","KDUC","Duncan/Halliburton Field Airport","OK","C","y",34.47,-97.96,1112.2,NA
"1510","KEND","Vance Air Force Base / Enid","OK","C","y",36.333,-97.917,1338.58,NA
"1511","KFDR","Frederick Municipal Airport","OK","C","y",34.35,-98.98,1236.88,NA
"1512","KFSI","Fort Sill","OK","C","y",34.65,-98.383,1204.07,NA
"1513","KGAG","Gage Airport","OK","C","y",36.3,-99.77,2190.95,NA
"1514","KGCM","Claremore Regional Airport","OK","C","y",36.29,-95.48,725.066,NA
"1515","KGMJ","Grove Municipal Airport","OK","C","y",36.605,-94.738,833.333,NA
"1516","KGOK","Guthrie-Edmond Regional Airport","OK","C","y",35.85,-97.42,1072.83,NA
"1517","KGUY","Guymon / Guymon Municipal Airport","OK","C","y",36.69,-101.51,3123.36,NA
"1518","KHBR","Hobart Municipal Airport","OK","C","y",35.01,-99.05,1569.88,NA
"1519","KJSV","Sallisaw Municipal Airport","OK","C","y",35.44,-94.8,528.215,NA
"1520","KJWG","Watonga Airport","OK","C","y",35.86,-98.42,1548.56,NA
"1521","KLAW","Lawton-Fort Sill Regional Airport","OK","C","y",34.57,-98.42,1108.92,"Lawton"
"1522","KLTS","Altus Air Force Base","OK","C","y",34.8,-99,1357.94,NA
"1523","KMKO","Muskogee, Davis Field","OK","C","y",35.66,-95.36,610.236,NA
"1524","KMLC","McAlester Regional Airport","OK","C","y",34.89,-95.78,759.843,NA
"1525","KOJA","Thomas P Stafford Airport","OK","C","y",35.5448,-98.6685,1605,NA
"1526","KOKC","Oklahoma City, Will Rogers World Airport","OK","C","y",35.41,-97.6,1279.86,"Oklahoma City"
"1527","KOKM","Okmulgee Regional Airport","OK","C","y",35.67,-95.95,721.785,NA
"1528","KOUN","Norman / Max Westheimer","OK","C","y",35.246,-97.472,1184.38,NA
"1529","KPNC","Ponca City Municipal Airport","OK","C","y",36.73,-97.1,999.016,NA
"1530","KPVJ","Pauls Valley Municipal Airport","OK","C","y",34.711,-97.223,967.848,NA
"1531","KPWA","Oklahoma City, Wiley Post Airport","OK","C","y",35.54,-97.65,1299.21,NA
"1532","KRCE","Clarence E Page Municipal Airport","OK","C","Y",35.4881,-97.8236,1354,NA
"1533","KRKR","Poteau/Robert S. Kerr Airport","OK","C","y",35.022,-94.621,452.756,NA
"1534","KRQO","El Reno Municipal Air Park","OK","C","y",35.4725,-98.0056,NA,NA
"1535","KRVS","Tulsa, Jones Jr. Airport","OK","C","y",36.04,-95.98,633.202,NA
"1536","KSNL","Shawnee Municipal Airport","OK","C","y",35.36,-96.94,1072.83,NA
"1537","KSRE","Seminole Municipal Airport","OK","C","y",35.2744,-96.675,1024,NA
"1538","KSWO","Stillwater Regional Airport","OK","C","y",36.16,-97.09,1010.5,"Stillwater"
"1539","KTIK","Tinker Air Force Base","OK","C","y",35.417,-97.383,1259.84,NA
"1540","KTQH","Tahlequah Municipal Airport","OK","C","y",35.93,-95,872.703,NA
"1541","KTUL","Tulsa International Airport","OK","C","y",36.2,-95.88,649.934,"Tulsa"
"1542","KWDG","Enid / Woodring Municipal","OK","C","y",36.39,-97.8,1167.98,NA
"1543","KWWR","West Woodward","OK","C","y",36.44,-99.52,2188.32,NA
"1544","K2SL","Sea Lion Caves","OR","P","y",0,0,NA,NA
"1545","K3CL","Clatsop Spit","OR","P","y",0,0,NA,NA
"1546","K4BK","Brookings","OR","P","y",42.05,-124.283,45.932,NA
"1547","K5J0","John Day State Arpt","OR","P","y",44.42,-118.95,3697.51,NA
"1548","K92S","Cape Blanco (cgs)","OR","P","y",42.833,-124.567,187.008,NA
"1549","KAST","Astoria/Clatsop","OR","P","y",46.16,-123.88,9.843,NA
"1550","KBKE","Baker Municipal","OR","P","y",44.84,-117.82,3368.11,NA
"1551","KBNO","Burns Muni (amos)","OR","P","y",43.58,-118.95,4169.95,NA
"1552","KBOK","Brookings Airport","OR","P","y",42.083,-124.283,459.318,NA
"1553","KCVO","Corvallis Muni Awos","OR","P","y",44.51,-123.29,252.625,NA
"1554","KCZK","Cascade Locks State","OR","P","y",45.69,-121.88,150.919,NA
"1555","KDLS","The Dalles Muni","OR","P","y",45.62,-121.15,240.157,NA
"1556","KEUG","Eugene/Mahlon Sweet","OR","P","y",44.12,-123.22,354.987,"Eugene"
"1557","KFCG","Florence","OR","P","y",0,0,NA,NA
"1558","KGAR","Garibaldi","OR","P","y",0,0,NA,NA
